structure abbreviation,ARA ontology order,structure ID,full structure name,Major Brain Division,Mouse line,Image id,Dataset type,Transgenic Signal in CCF structure,Connectivity Source Injection Site,ABA gene name,Link to image viewer or download location for individual high resolution images (n.b. only jp2 files are at BIL),Link to 25 um Tg line grid data (.nrrd files),Link to cortical surface views (.nrrd files)
RE,805,181,Nucleus of reuniens,Thalamus,Calb1-T2A-dgCre;Ai14,539315830,Tg lines,xx,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500351725/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Cux2-CreERT2;Ai14,475359813,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475359813?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Calb2-IRES-Cre;Ai14,480172055,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/480172055?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Grik4-Cre;Ai14,560963432,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/560963432?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,Calb1-IRES2-Cre;Ai14,569992572,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/569992572?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RE,805,181,Nucleus of reuniens,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=181,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,70231307,ISH (ABA),n/a,n/a,Cdh24,http://mouse.brain-map.org/experiment/show/70231307,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,70634298,ISH (ABA),n/a,n/a,Spock3,http://mouse.brain-map.org/experiment/show/70634298,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,71717640,ISH (ABA),n/a,n/a,Calb1,http://mouse.brain-map.org/experiment/show/71717640,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,71924185,ISH (ABA),n/a,n/a,Ntng1,http://mouse.brain-map.org/experiment/show/71924185,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,72008305,ISH (ABA),n/a,n/a,Lypd1,http://mouse.brain-map.org/experiment/show/72008305,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,72340125,ISH (ABA),n/a,n/a,1810041L15Rik,http://mouse.brain-map.org/experiment/show/72340125,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,73512364,ISH (ABA),n/a,n/a,Kcnc2,http://mouse.brain-map.org/experiment/show/73512364,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,73817425,ISH (ABA),n/a,n/a,Gpr12,http://mouse.brain-map.org/experiment/show/73817425,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,73817432,ISH (ABA),n/a,n/a,Cpne7,http://mouse.brain-map.org/experiment/show/73817432,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,73818754,ISH (ABA),n/a,n/a,Slc17a6,http://mouse.brain-map.org/experiment/show/73818754,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,73994713,ISH (ABA),n/a,n/a,Inpp5a,http://mouse.brain-map.org/experiment/show/73994713,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,74512048,ISH (ABA),n/a,n/a,Nefh,http://mouse.brain-map.org/experiment/show/74512048,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,75084969,ISH (ABA),n/a,n/a,Plcb1,http://mouse.brain-map.org/experiment/show/75084969,,
RE,805,181,Nucleus of reuniens,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
RE,805,181,Nucleus of reuniens,Thalamus,Emx1-IRES-Cre,478376197,Connectivity (Source -> Target),n/a,PL,n/a,http://connectivity.brain-map.org/projection/experiment/478376197,,
RE,805,181,Nucleus of reuniens,Thalamus,Ppp1r17-Cre_NL146,268204599,Connectivity (Source -> Target),n/a,PH,n/a,http://connectivity.brain-map.org/projection/experiment/268204599,,
RE,805,181,Nucleus of reuniens,Thalamus,Sim1-Cre_KJ18,164986046,Connectivity (Source -> Target),n/a,PH,n/a,http://connectivity.brain-map.org/projection/experiment/164986046,,
RE,805,181,Nucleus of reuniens,Thalamus,Syt6-Cre_KI148,125801033,Connectivity (Source -> Target),n/a,ACAv,n/a,http://connectivity.brain-map.org/projection/experiment/125801033,,
RE,805,181,Nucleus of reuniens,Thalamus,Vipr2-Cre_KE2,267959197,Connectivity (Source -> Target),n/a,PF,n/a,http://connectivity.brain-map.org/projection/experiment/267959197,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,Rorb-IRES2-Cre;Ai110 ,397902626,Tg lines,x,n/a,n/a,ftp://download.brainimagelibrary.org:8811/c8/6a/c86a770b7cbdc1b4/0500313299/,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,Tac1-IRES2-Cre;Ai14,475506888,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475506888?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57Bl/6J,146470726,Connectivity (Source -> Target),n/a,ACB,n/a,http://connectivity.brain-map.org/projection/experiment/146470726,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57Bl/6J,158257355,Connectivity (Source -> Target),n/a,NDB,n/a,http://connectivity.brain-map.org/projection/experiment/158257355,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,70744323,ISH (ABA),n/a,n/a,Stxbp6,http://mouse.brain-map.org/experiment/show/70744323,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,71249750,ISH (ABA),n/a,n/a,Zmat4,http://mouse.brain-map.org/experiment/show/71249750,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,71670489,ISH (ABA),n/a,n/a,Maob,http://mouse.brain-map.org/experiment/show/71670489,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,72339557,ISH (ABA),n/a,n/a,Tcf7l2,http://mouse.brain-map.org/experiment/show/72339557,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,73788010,ISH (ABA),n/a,n/a,Necab2,http://mouse.brain-map.org/experiment/show/73788010,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,73817432,ISH (ABA),n/a,n/a,Cpne7,http://mouse.brain-map.org/experiment/show/73817432,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,74511860,ISH (ABA),n/a,n/a,Ptpn3,http://mouse.brain-map.org/experiment/show/74511860,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,C57BL/6J,75147760,ISH (ABA),n/a,n/a,Nrn1,http://mouse.brain-map.org/experiment/show/75147760,,
Xi,806,560581559,Xiphoid thalamic nucleus,Thalamus,Slc18a2-Cre_OZ14,265648940,Connectivity (Source -> Target),n/a,CEA,n/a,http://connectivity.brain-map.org/projection/experiment/265648940,,
RH,808,189,Rhomboid nucleus,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RH,808,189,Rhomboid nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=189,,
RH,808,189,Rhomboid nucleus,Thalamus,C57Bl/6J,112423392,Connectivity (Source -> Target),n/a,ORBvl,n/a,http://connectivity.brain-map.org/projection/experiment/112423392,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,71249750,ISH (ABA),n/a,n/a,Zmat4,http://mouse.brain-map.org/experiment/show/71249750,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,71587918,ISH (ABA),n/a,n/a,Slc17a8,http://mouse.brain-map.org/experiment/show/71587918,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,71924185,ISH (ABA),n/a,n/a,Ntng1,http://mouse.brain-map.org/experiment/show/71924185,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,72339557,ISH (ABA),n/a,n/a,Tcf7l2,http://mouse.brain-map.org/experiment/show/72339557,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,72340125,ISH (ABA),n/a,n/a,1810041L15Rik,http://mouse.brain-map.org/experiment/show/72340125,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,73992918,ISH (ABA),n/a,n/a,Slitrk6,http://mouse.brain-map.org/experiment/show/73992918,,
RH,808,189,Rhomboid nucleus,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
RH,808,189,Rhomboid nucleus,Thalamus,Syt6-Cre_KI148,159330754,Connectivity (Source -> Target),n/a,ACAd,n/a,http://connectivity.brain-map.org/projection/experiment/159330754,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Sst-IRES-Cre;Ai14,476449640,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476449640?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Dlg3-Cre_KG118;Ai14,492048325,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/492048325?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=599,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57Bl/6J,127649713,Connectivity (Source -> Target),n/a,AHN,n/a,http://connectivity.brain-map.org/projection/experiment/127649713,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,70744323,ISH (ABA),n/a,n/a,Stxbp6,http://mouse.brain-map.org/experiment/show/70744323,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,73636098,ISH (ABA),n/a,n/a,Htr2c,http://mouse.brain-map.org/experiment/show/73636098,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,73992918,ISH (ABA),n/a,n/a,Slitrk6,http://mouse.brain-map.org/experiment/show/73992918,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,74640882,ISH (ABA),n/a,n/a,Epha1,http://mouse.brain-map.org/experiment/show/74640882,,
CM,809,599,Central medial nucleus of the thalamus,Thalamus,C57BL/6J,77332086,ISH (ABA),n/a,n/a,Nmbr,http://mouse.brain-map.org/experiment/show/77332086,,
PCN,810,907,Paracentral nucleus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PCN,810,907,Paracentral nucleus,Thalamus,Crh-IRES-Cre_BL;Ai14,484724075,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484724075?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PCN,810,907,Paracentral nucleus,Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PCN,810,907,Paracentral nucleus,Thalamus,Grp-Cre_KH288;Ai14,485023521,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485023521?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PCN,810,907,Paracentral nucleus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PCN,810,907,Paracentral nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=907,,
PCN,810,907,Paracentral nucleus,Thalamus,C57Bl/6J,117316260,Connectivity (Source -> Target),n/a,RT,n/a,http://connectivity.brain-map.org/projection/experiment/117316260,,
PCN,810,907,Paracentral nucleus,Thalamus,C57BL/6J,640,ISH (ABA),n/a,n/a,Limk1,http://mouse.brain-map.org/experiment/show/640,,
PCN,810,907,Paracentral nucleus,Thalamus,C57BL/6J,70744322,ISH (ABA),n/a,n/a,Pamr1,http://mouse.brain-map.org/experiment/show/70744322,,
PCN,810,907,Paracentral nucleus,Thalamus,C57BL/6J,73931627,ISH (ABA),n/a,n/a,Creg1,http://mouse.brain-map.org/experiment/show/73931627,,
PCN,810,907,Paracentral nucleus,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
PCN,810,907,Paracentral nucleus,Thalamus,Syt6-Cre_KI148,177319974,Connectivity (Source -> Target),n/a,MOs,n/a,http://connectivity.brain-map.org/projection/experiment/177319974,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Gal-Cre_KI87;Ai14,484773406,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/484773406?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Grp-Cre_KH288;Ai14,485023521,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485023521?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=575,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57Bl/6J,112458114,Connectivity (Source -> Target),n/a,ACAd,n/a,http://connectivity.brain-map.org/projection/experiment/112458114,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57Bl/6J,112514202,Connectivity (Source -> Target),n/a,ACAv,n/a,http://connectivity.brain-map.org/projection/experiment/112514202,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57Bl/6J,117316260,Connectivity (Source -> Target),n/a,RT,n/a,http://connectivity.brain-map.org/projection/experiment/117316260,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,70744322,ISH (ABA),n/a,n/a,Pamr1,http://mouse.brain-map.org/experiment/show/70744322,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,71924502,ISH (ABA),n/a,n/a,LOC432748,http://mouse.brain-map.org/experiment/show/71924502,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,73592530,ISH (ABA),n/a,n/a,Igfbp5,http://mouse.brain-map.org/experiment/show/73592530,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,73636098,ISH (ABA),n/a,n/a,Htr2c,http://mouse.brain-map.org/experiment/show/73636098,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,73817431,ISH (ABA),n/a,n/a,Col12a1,http://mouse.brain-map.org/experiment/show/73817431,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,77332086,ISH (ABA),n/a,n/a,Nmbr,http://mouse.brain-map.org/experiment/show/77332086,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,C57BL/6J,79556662,ISH (ABA),n/a,n/a,Calb2,http://mouse.brain-map.org/experiment/show/79556662,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Slc32a1-IRES-Cre,171066613,Connectivity (Source -> Target),n/a,ZI,n/a,http://connectivity.brain-map.org/projection/experiment/171066613,,
CL,811,575,Central lateral nucleus of the thalamus,Thalamus,Syt6-Cre_KI148,125801033,Connectivity (Source -> Target),n/a,ACAv,n/a,http://connectivity.brain-map.org/projection/experiment/125801033,,
PF,812,930,Parafascicular nucleus,Thalamus,Chrna2-Cre_OE25;Ai14,475355989,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475355989?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PF,812,930,Parafascicular nucleus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PF,812,930,Parafascicular nucleus,Thalamus,Syt6-Cre_KI148;Ai14,485025561,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/485025561?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PF,812,930,Parafascicular nucleus,Thalamus,Kcng4-Cre;Ai14,539737059,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/539737059?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PF,812,930,Parafascicular nucleus,Thalamus,Etv1-CreERT2;Ai140,549369763,Tg lines,x,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/549369763?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
PF,812,930,Parafascicular nucleus,Thalamus,C57Bl/6J,n/a,average template,n/a,n/a,n/a,http://atlas.brain-map.org/atlas?atlas=602630314#atlas=602630314&structure=930,,
PF,812,930,Parafascicular nucleus,Thalamus,C57Bl/6J,117316260,Connectivity (Source -> Target),n/a,RT,n/a,http://connectivity.brain-map.org/projection/experiment/117316260,,
PF,812,930,Parafascicular nucleus,Thalamus,C57Bl/6J,158373181,Connectivity (Source -> Target),n/a,LHA,n/a,http://connectivity.brain-map.org/projection/experiment/158373181,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,70301082,ISH (ABA),n/a,n/a,Ache,http://mouse.brain-map.org/experiment/show/70301082,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,70928306,ISH (ABA),n/a,n/a,3632451O06Rik,http://mouse.brain-map.org/experiment/show/70928306,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,72283804,ISH (ABA),n/a,n/a,Cbln4,http://mouse.brain-map.org/experiment/show/72283804,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,73615805,ISH (ABA),n/a,n/a,BC100451,http://mouse.brain-map.org/experiment/show/73615805,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,73635774,ISH (ABA),n/a,n/a,Lypd6b,http://mouse.brain-map.org/experiment/show/73635774,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,74511884,ISH (ABA),n/a,n/a,Rgs4,http://mouse.brain-map.org/experiment/show/74511884,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,74640882,ISH (ABA),n/a,n/a,Epha1,http://mouse.brain-map.org/experiment/show/74640882,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,75749739,ISH (ABA),n/a,n/a,Crtac1,http://mouse.brain-map.org/experiment/show/75749739,,
PF,812,930,Parafascicular nucleus,Thalamus,C57BL/6J,75749772,ISH (ABA),n/a,n/a,Efr3a,http://mouse.brain-map.org/experiment/show/75749772,,
PIL,813,560581563,Posterior intralaminar thalamic nucleus,Thalamus,C57Bl/6J,113846682,Connectivity (Source -> Target),n/a,APN,n/a,http://connectivity.brain-map.org/projection/experiment/113846682,,
PIL,813,560581563,Posterior intralaminar thalamic nucleus,Thalamus,C57Bl/6J,180435652,Connectivity (Source -> Target),n/a,ECT,n/a,http://connectivity.brain-map.org/projection/experiment/180435652,,
PIL,813,560581563,Posterior intralaminar thalamic nucleus,Thalamus,C57BL/6J,73592534,ISH (ABA),n/a,n/a,Fxyd6,http://mouse.brain-map.org/experiment/show/73592534,,
PIL,813,560581563,Posterior intralaminar thalamic nucleus,Thalamus,C57BL/6J,79556712,ISH (ABA),n/a,n/a,Ngb,http://mouse.brain-map.org/experiment/show/79556712,,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Ntsr1-Cre_GN220;Ai14,472986374,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/472986374?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Scnn1a-Tg3-Cre;Ai14,475384080,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/475384080?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Pvalb-IRES-Cre;Ai14,476447880,Tg lines,xxx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476447880?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
RT,814,262,Reticular nucleus of the thalamus,Thalamus,Sst-IRES-Cre;Ai14,476449640,Tg lines,xx,n/a,n/a,http://connectivity.brain-map.org/static/referencedata/experiment/thumbnails/476449640?TRANSGENE=true&image_type=TWO_PHOTON,http://download.alleninstitute.org/publications/allen_mouse_brain_common_coordinate_framework/transgenic_lines_25_um_grid/,
